No,Line,Tray,Time_Start,Time_End,Remarks1,Time_Start2,Time_End2,Remark2,Early,Late,Difference,Callus
161,1_5,1,,,,14:18,,,14:18:00,14:18:00,0:00:00,4
162,1_5,2,15:20,,,,,,15:20:00,15:20:00,0:00:00,4
163,1_5,3,15:21,,,15:39,,Calling 14:46,15:21:00,15:39:00,0:18:00,2
164,1_5,4,16:10,,,15:52,,,15:52:00,16:10:00,0:18:00,
165,1_5,5,15:46,,,14:01,,,14:01:00,15:46:00,1:45:00,3
166,1_5,6,,,,,,,,,,3
167,1_5,7,15:53,,,14:48,,,14:48:00,15:53:00,1:05:00,2
168,1_5,8,14:30,,,15:41,,Calling 14:14,14:30:00,15:41:00,1:11:00,3
169,1_5,9,,,,14:16,,,14:16:00,14:16:00,0:00:00,4
170,1_5,10,15:24,,,14:11,,Calling,14:11:00,15:24:00,1:13:00,2
171,1_5,11,16:59,,,,,,16:59:00,16:59:00,0:00:00,1
172,1_5,12,16:38,,,15:27,,,15:27:00,16:38:00,1:11:00,1
173,1_5,13,14:28,,,14:05,,,14:05:00,14:28:00,0:23:00,2
174,1_5,14,15:56,,,15:29,,Calling,15:29:00,15:56:00,0:27:00,2
175,1_5,15,,,Moribund,,,,,,,
176,1_5,16,,,,14:51,,,14:51:00,14:51:00,0:00:00,4
177,1_5,1,17:12,,,17:19,,Calling 16:13,17:12:00,17:19:00,0:07:00,2
178,1_5,2,15:44,,,,,,15:44:00,15:44:00,0:00:00,2
179,1_5,3,14:46,,,,,,14:46:00,14:46:00,0:00:00,3
180,1_5,4,,,,,,,,,,2
181,1_5,5,16:41,,,16:58,,,16:41:00,16:58:00,0:17:00,3
182,R2,6,17:43,,,,,,17:43:00,17:43:00,0:00:00,4
183,R2,7,17:49,,,16:15,,,16:15:00,17:49:00,1:34:00,3
184,R2,8,16:26,,,,,,16:26:00,16:26:00,0:00:00,1
185,R3,9,17:25,,,17:13,,,17:13:00,17:25:00,0:12:00,4
186,R3,10,14:30,,,,,,14:30:00,14:30:00,0:00:00,3
187,R3,11,,,,16:38,,,16:38:00,16:38:00,0:00:00,2
188,R3,12,,,,17:32,,,17:32:00,17:32:00,0:00:00,1
189,R3,13,,,,16:59,,,16:59:00,16:59:00,0:00:00,4
190,R3,14,16:52,,,,,,16:52:00,16:52:00,0:00:00,4
191,R3,15,16:58,,,,,,16:58:00,16:58:00,0:00:00,4
192,R3,16,17:24,,,16:56,,,16:56:00,17:24:00,0:28:00,4
193,R3,1,,,,,,,,,,4
194,R3,2,17:44,,,16:34,,,16:34:00,17:44:00,1:10:00,5
195,R3,3,17:07,,,,,,17:07:00,17:07:00,0:00:00,5
196,R3,4,16:09,,,,,,16:09:00,16:09:00,0:00:00,4
197,R3,5,,,,16:57,,,16:57:00,16:57:00,0:00:00,4
198,R3,6,,,,,,,,,,5
199,R3,7,17:22,,,,,,17:22:00,17:22:00,0:00:00,5
200,R3,8,17:18,,,16:58,,,16:58:00,17:18:00,0:20:00,4
201,R3,9,17:49,,,17:10,,,17:10:00,17:49:00,0:39:00,5
202,R3,10,16:27,,,,,,16:27:00,16:27:00,0:00:00,5
203,R3,11,,,,,,,,,,5
204,R2,12,17:08,,,,,,17:08:00,17:08:00,0:00:00,5
205,R2,13,16:36,,,17:07,,,16:36:00,17:07:00,0:31:00,5
206,R3,14,16:06,,,,,,16:06:00,16:06:00,0:00:00,5
207,R3,15,16:30,,,16:51,,,16:30:00,16:51:00,0:21:00,5
208,R2,16,15:04,,,,,,15:04:00,15:04:00,0:00:00,5
209,R2,1,,,,,,,,,,3
210,R2,2,16:58,,,16:27,,,16:27:00,16:58:00,0:31:00,4
211,R2,3,16:21,,,16:55,,,16:21:00,16:55:00,0:34:00,4
212,R2,4,16:20,,,,,,16:20:00,16:20:00,0:00:00,4
213,R2,5,15:35,,,16:43,,,15:35:00,16:43:00,1:08:00,4
214,R2,6,16:31,,,17:29,,,16:31:00,17:29:00,0:58:00,4
215,R2,7,17:00,,,16:50,,,16:50:00,17:00:00,0:10:00,5
216,R2,8,17:45,,,17:21,,,17:21:00,17:45:00,0:24:00,4
217,R2,9,,,,16:49,,,16:49:00,16:49:00,0:00:00,5
218,R2,10,16:13,,,17:16,,,16:13:00,17:16:00,1:03:00,4
219,R2,11,,,,,,,,,,4
220,R2,12,15:47,,,,,,15:47:00,15:47:00,0:00:00,1
221,R2,13,,,,16:21,,,16:21:00,16:21:00,0:00:00,1
222,R2,14,,,,17:37,,Calling 15:29,17:37:00,17:37:00,0:00:00,1
223,R2,15,,,,,,,,,,4
224,R2,16,16:54,,,,,,16:54:00,16:54:00,0:00:00,3
225,R2,1,17:21,,,,,,17:21:00,17:21:00,0:00:00,4
226,R2,2,17:23,,,,,,17:23:00,17:23:00,0:00:00,4
227,R2,3,,,,16:55,,,16:55:00,16:55:00,0:00:00,4
228,R2,4,16:09,,,,,,16:09:00,16:09:00,0:00:00,1
229,R2,5,16:42,,,16:44,,,16:42:00,16:44:00,0:02:00,3
230,R2,6,17:44,,,17:28,,,17:28:00,17:44:00,0:16:00,2
231,R2,7,17:42,,,17:33,,,17:33:00,17:42:00,0:09:00,4
232,R2,8,16:34,,,,,,16:34:00,16:34:00,0:00:00,4
233,R2,9,17:18,,,17:13,,,17:13:00,17:18:00,0:05:00,5
234,R2,10,17:23,,,,,,17:23:00,17:23:00,0:00:00,1
235,R2,11,16:36,,,16:46,,,16:36:00,16:46:00,0:10:00,4
236,R2,12,,,,,,,,,,4
237,R2,13,,,,17:04,,,17:04:00,17:04:00,0:00:00,4
238,R2,14,,,,,,,,,,4
239,R2,15,15:58,,,,,,15:58:00,15:58:00,0:00:00,5
240,R2,16,,,,15:52,,,15:52:00,15:52:00,0:00:00,4
241,R2,1,16:33,,,16:22,,,16:22:00,16:33:00,0:11:00,4
242,R2,2,,,,16:52,,,16:52:00,16:52:00,0:00:00,4
243,R2,3,,,,17:03,,,17:03:00,17:03:00,0:00:00,4
244,R2,4,15:51,,,17:22,,,15:51:00,17:22:00,1:31:00,2
245,R2,5,15:10,,,15:05,,,15:05:00,15:10:00,0:05:00,2
246,R2,6,17:49,,,17:17,,,17:17:00,17:49:00,0:32:00,1
247,R2,7,,,,17:30,,,17:30:00,17:30:00,0:00:00,1
248,R2,8,17:47,,,17:22,,,17:22:00,17:47:00,0:25:00,5
249,R2,9,17:17,,,,,,17:17:00,17:17:00,0:00:00,4
250,R2,10,16:38,,,16:47,,,16:38:00,16:47:00,0:09:00,4
251,R2,11,17:26,,,17:01,,,17:01:00,17:26:00,0:25:00,4
252,R2,12,,,,17:14,,,17:14:00,17:14:00,0:00:00,4
253,R2,13,,,,,,,,,,4
254,R2,14,,,,,,,,,,4
255,R2,15,16:07,,,16:20,,,16:07:00,16:20:00,0:13:00,1
256,R2,16,15:33,,,16:00,,,15:33:00,16:00:00,0:27:00,4
257,R2,1,,,,,,,,,,5
258,R2,2,,,,,,,,,,4
259,R2,3,,,Empty,,,,,,,
260,R2,4,16:34,,,,,,16:34:00,16:34:00,0:00:00,4
261,R2,5,16:41,,,15:47,,,15:47:00,16:41:00,0:54:00,3
262,R2,6,18:03,,,17:35,,,17:35:00,18:03:00,0:28:00,4
263,R2,7,17:01,,,,,,17:01:00,17:01:00,0:00:00,5
264,R2,8,,,,,,,,,,4
265,R2,9,,,,17:33,,,17:33:00,17:33:00,0:00:00,4
266,R2,10,16:04,,,16:01,,,16:01:00,16:04:00,0:03:00,5
267,R2,11,,,,17:28,,,17:28:00,17:28:00,0:00:00,4
268,R2,12,,,,16:59,,,16:59:00,16:59:00,0:00:00,4
269,R2,13,15:56,,,16:49,,,15:56:00,16:49:00,0:53:00,4
270,R2,14,16:53,,,,,,16:53:00,16:53:00,0:00:00,5
271,R2,15,16:34,,,,,,16:34:00,16:34:00,0:00:00,4
272,R2,16,16:38,,,17:19,,,16:38:00,17:19:00,0:41:00,4
273,R2,1,16:35,,,,,,16:35:00,16:35:00,0:00:00,4
274,R2,2,16:30,,,16:34,,,16:30:00,16:34:00,0:04:00,1
275,R2,3,16:39,,,17:01,,,16:39:00,17:01:00,0:22:00,4
276,R2,4,15:45,,,,,,15:45:00,15:45:00,0:00:00,5
277,R2,5,15:35,,,,,,15:35:00,15:35:00,0:00:00,1
278,R2,6,,,,,,,,,,4
279,R2,7,16:50,,,16:33,,,16:33:00,16:50:00,0:17:00,5
280,R2,8,,,,17:52,,,17:52:00,17:52:00,0:00:00,4
281,R2,9,17:24,,,17:20,,,17:20:00,17:24:00,0:04:00,4
282,R2,10,16:27,,,,,,16:27:00,16:27:00,0:00:00,5
283,R2,11,,,,,,,,,,4
284,R2,12,,,,17:27,,,17:27:00,17:27:00,0:00:00,5
285,R2,13,17:05,,,,,,17:05:00,17:05:00,0:00:00,4
286,R2,14,,,,15:43,,,15:43:00,15:43:00,0:00:00,4
287,R2,15,16:49,,,17:10,,,16:49:00,17:10:00,0:21:00,1
288,R2,16,16:40,,,,,,16:40:00,16:40:00,0:00:00,4
289,R2,1,17:46,,,,,,17:46:00,17:46:00,0:00:00,1
290,R2,2,,,,,,,,,,1
291,R2,3,14:48,,,,,,14:48:00,14:48:00,0:00:00,5
292,R2,4,16:20,,,,,,16:20:00,16:20:00,0:00:00,5
293,R2,5,,,,,,,,,,4
294,R2,6,17:43,,,17:35,,,17:35:00,17:43:00,0:08:00,4
295,R2,7,,,,,,,,,,5
296,R2,8,16:12,,,15:46,,,15:46:00,16:12:00,0:26:00,1
297,R2,9,16:51,,,16:11,,,16:11:00,16:51:00,0:40:00,4
298,R2,10,16:09,,,16:47,,,16:09:00,16:47:00,0:38:00,4
299,R2,11,16:37,,,,,,16:37:00,16:37:00,0:00:00,4
1,1_1,1,,,,,,,,,,5
2,1_1,2,14:30,,,,,,14:30:00,14:30:00,0:00:00,
3,1_1,3,15:28,,,,,,15:28:00,15:28:00,0:00:00,5
4,1_1,4,14:16,,,,,,14:16:00,14:16:00,0:00:00,
5,1_1,5,15:14,,,,,,15:14:00,15:14:00,0:00:00,5
6,1_1,6,16:57,,,14:47,,,14:47:00,16:57:00,2:10:00,5
7,1_1,7,14:26,,,,,,14:26:00,14:26:00,0:00:00,
8,1_1,8,14:30,,,,,,14:30:00,14:30:00,0:00:00,
9,1_1,9,14:59,,,,,,14:59:00,14:59:00,0:00:00,
10,1_1,10,14:29,,,,,,14:29:00,14:29:00,0:00:00,
11,1_1,11,13:40,,,,,,13:40:00,13:40:00,0:00:00,1
12,1_1,12,14:31,,,,,,14:31:00,14:31:00,0:00:00,
13,1_1,13,14:34,,,,,,14:34:00,14:34:00,0:00:00,
14,1_1,14,15:06,,,,,,15:06:00,15:06:00,0:00:00,1
15,1_1,15,13:40,,,,,,13:40:00,13:40:00,0:00:00,
16,1_1,16,16:00,,,,,,16:00:00,16:00:00,0:00:00,5
17,1_1,17,,,,,,,,,,4
18,1_1,18,13:55,,,,,,13:55:00,13:55:00,0:00:00,
19,1_1,19,14:30,,,,,,14:30:00,14:30:00,0:00:00,
20,1_1,20,14:30,,,,,,14:30:00,14:30:00,0:00:00,
21,1_1,21,,,,17:07,,,17:07:00,17:07:00,0:00:00,5
22,1_1,22,14:59,,,14:06,,,14:06:00,14:59:00,0:53:00,
23,1_1,23,,,,,,,,,,1
24,1_1,1,13:40,,,,,,13:40:00,13:40:00,0:00:00,
25,1_1,2,14:34,,,,,,14:34:00,14:34:00,0:00:00,
26,1_1,3,,,,,,,,,,2
27,1_1,4,13:47,,,,,,13:47:00,13:47:00,0:00:00,
28,1_1,5,14:05,,,,,,14:05:00,14:05:00,0:00:00,
29,1_1,6,,,,,,,,,,5
30,1_1,7,13:47,,,,,,13:47:00,13:47:00,0:00:00,
31,1_1,8,14:11,,,16:20,,,14:11:00,16:20:00,2:09:00,1
32,1_1,9,13:47,,,,,,13:47:00,13:47:00,0:00:00,
33,1_1,10,15:06,,,,,,15:06:00,15:06:00,0:00:00,4
34,1_1,11,14:59,,,,,,14:59:00,14:59:00,0:00:00,
35,1_1,12,14:05,,,,,,14:05:00,14:05:00,0:00:00,
36,1_1,13,13:40,,,,,,13:40:00,13:40:00,0:00:00,
37,1_1,14,14:26,,,,,,14:26:00,14:26:00,0:00:00,
38,1_1,15,15:00,,,,,,15:00:00,15:00:00,0:00:00,4
39,1_1,16,14:34,,,,,,14:34:00,14:34:00,0:00:00,
40,1_1,17,13:56,,,,,,13:56:00,13:56:00,0:00:00,
41,1_1,18,14:11,,,,,,14:11:00,14:11:00,0:00:00,
42,1_1,19,,,,,,,,,,2
43,1_1,20,,,,,,,,,,5
44,1_1,21,13:49,,,,,,13:49:00,13:49:00,0:00:00,
45,1_1,22,16:12,,,,,,16:12:00,16:12:00,0:00:00,1
46,1_1,23,,,,,,,,,,
47,1_1,1,14:02,,,,,,14:02:00,14:02:00,0:00:00,
48,1_1,2,,,,,,,,,,5
49,1_1,3,14:10,,,15:50,,,14:10:00,15:50:00,1:40:00,1
50,1_1,4,14:08,,,,,,14:08:00,14:08:00,0:00:00,
51,1_1,5,13:49,,,,,,13:49:00,13:49:00,0:00:00,
52,1_1,6,14:01,,,,,,14:01:00,14:01:00,0:00:00,
53,1_1,7,13:49,,,,,,13:49:00,13:49:00,0:00:00,
54,1_1,8,13:49,,,,,,13:49:00,13:49:00,0:00:00,
55,1_1,9,14:17,,,15:27,,Calling,14:17:00,15:27:00,1:10:00,5
56,1_1,10,14:02,,,,,,14:02:00,14:02:00,0:00:00,
57,1_1,11,14:59,,,17:29,,,14:59:00,17:29:00,2:30:00,3
58,1_1,12,14:36,,,,,,14:36:00,14:36:00,0:00:00,
59,1_1,13,13:26,,,,,,13:26:00,13:26:00,0:00:00,
60,1_1,14,14:11,,,,,,14:11:00,14:11:00,0:00:00,
61,1_1,15,,,,,,,,,,2
62,1_1,16,14:23,,,,,,14:23:00,14:23:00,0:00:00,
63,1_1,17,14:07,,,,,,14:07:00,14:07:00,0:00:00,
64,1_5,18,,,,,,,,,,3
65,1_5,19,17:41,,,,,,17:41:00,17:41:00,0:00:00,3
66,1_5,20,16:09,,,15:52,,,15:52:00,16:09:00,0:17:00,3
67,1_5,21,15:26,,,16:54,,Calling,15:26:00,16:54:00,1:28:00,4
68,1_5,22,,,,,,,,,,3
69,1_5,23,16:07,,,,,,16:07:00,16:07:00,0:00:00,1
70,1_2,1,16:07,,,14:57,,,14:57:00,16:07:00,1:10:00,1
71,1_2,2,14:25,,,17:05,,,14:25:00,17:05:00,2:40:00,5
72,1_2,3,16:35,,,,,,16:35:00,16:35:00,0:00:00,3
73,1_2,4,14:44,,,15:48,,,14:44:00,15:48:00,1:04:00,5
74,1_2,5,14:56,,,,,,14:56:00,14:56:00,0:00:00,
75,1_2,6,14:56,,,15:36,,,14:56:00,15:36:00,0:40:00,1
76,1_2,7,,,,15:13,,,15:13:00,15:13:00,0:00:00,3
77,1_2,8,15:39,,,,,,15:39:00,15:39:00,0:00:00,2
78,1_2,9,16:05,,,,,,16:05:00,16:05:00,0:00:00,2
79,1_2,10,14:56,,,,,,14:56:00,14:56:00,0:00:00,
80,1_5,11,15:54,,,,,,15:54:00,15:54:00,0:00:00,2
81,1_3,12,14:03,,,,,,14:03:00,14:03:00,0:00:00,
82,1_3,13,14:31,,,,,,14:31:00,14:31:00,0:00:00,
83,1_3,14,14:14,,,17:06,,,14:14:00,17:06:00,2:52:00,5
84,1_3,15,17:37,,,16:39,,,16:39:00,17:37:00,0:58:00,5
85,1_3,16,14:38,,,15:57,,,14:38:00,15:57:00,1:19:00,5
86,1_3,17,16:29,,,,,,16:29:00,16:29:00,0:00:00,5
87,1_3,18,15:26,,,14:59,,,14:59:00,15:26:00,0:27:00,5
88,1_3,19,15:05,,,16:11,,,15:05:00,16:11:00,1:06:00,4
89,1_3,20,14:38,,,,,,14:38:00,14:38:00,0:00:00,
90,1_3,21,14:17,,,,,,14:17:00,14:17:00,0:00:00,
91,1_3,22,,,,,,,,,,5
92,1_3,23,14:03,,,,,,14:03:00,14:03:00,0:00:00,
93,1_3,1,16:49,,,,,,16:49:00,16:49:00,0:00:00,5
94,1_3,2,15:38,,,,,,15:38:00,15:38:00,0:00:00,5
95,1_3,3,14:31,,,17:28,,,14:31:00,17:28:00,2:57:00,5
96,1_3,4,,,,17:06,,,17:06:00,17:06:00,0:00:00,5
97,1_3,5,13:53,,,,,,13:53:00,13:53:00,0:00:00,
98,1_3,6,14:08,,,17:29,,,14:08:00,17:29:00,3:21:00,5
99,1_3,7,14:03,,,,,,14:03:00,14:03:00,0:00:00,
100,1_3,8,15:48,,,,,,15:48:00,15:48:00,0:00:00,5
101,1_3,9,13:51,,,,,,13:51:00,13:51:00,0:00:00,
102,1_3,10,14:36,,,16:18,,,14:36:00,16:18:00,1:42:00,5
103,1_3,11,13:58,,,,,,13:58:00,13:58:00,0:00:00,
104,1_3,12,13:57,,,17:32,,,13:57:00,17:32:00,3:35:00,4
105,1_3,13,16:00,,,,,,16:00:00,16:00:00,0:00:00,4
106,1_3,14,14:07,,,17:21,,,14:07:00,17:21:00,3:14:00,5
107,1_3,15,14:15,,,,,,14:15:00,14:15:00,0:00:00,
108,1_3,16,17:03,,,14:37,,,14:37:00,17:03:00,2:26:00,4
109,1_3,17,14:24,,,,,,14:24:00,14:24:00,0:00:00,
110,1_3,18,17:29,,,,,,17:29:00,17:29:00,0:00:00,5
111,1_3,19,13:51,,,,,,13:51:00,13:51:00,0:00:00,
112,1_3,20,15:26,,,,,,15:26:00,15:26:00,0:00:00,4
113,1_3,21,16:08,,,,,,16:08:00,16:08:00,0:00:00,4
114,1_4,22,15:48,,,17:16,,,15:48:00,17:16:00,1:28:00,5
115,1_4,23,15:01,,,,,,15:01:00,15:01:00,0:00:00,5
116,1_4,1,,,,17:14,,,17:14:00,17:14:00,0:00:00,4
117,1_4,2,16:49,,,17:27,,,16:49:00,17:27:00,0:38:00,5
118,1_4,3,,,,,,,,,,5
119,1_4,4,,,,,,,,,,5
120,1_4,5,17:39,,,17:38,,,17:38:00,17:39:00,0:01:00,5
121,1_4,6,16:57,,,17:19,,,16:57:00,17:19:00,0:22:00,5
122,1_4,7,16:34,,,,,,16:34:00,16:34:00,0:00:00,5
123,1_4,8,15:15,,,,,,15:15:00,15:15:00,0:00:00,5
124,1_4,9,,,,17:02,,,17:02:00,17:02:00,0:00:00,5
125,1_4,10,15:51,,,,,,15:51:00,15:51:00,0:00:00,5
126,1_4,11,14:45,,,,,,14:45:00,14:45:00,0:00:00,
127,1_4,12,17:44,,,,,,17:44:00,17:44:00,0:00:00,4
128,1_4,13,,,,,,,,,,5
129,1_4,14,15:56,,,,,,15:56:00,15:56:00,0:00:00,5
130,1_4,15,,,,17:24,,,17:24:00,17:24:00,0:00:00,5
131,1_4,16,,,,,,,,,,5
132,1_4,17,15:57,,,16:15,,,15:57:00,16:15:00,0:18:00,5
133,1_4,18,,,,,,,,,,5
134,1_4,19,16:27,,,,,,16:27:00,16:27:00,0:00:00,5
135,1_4,20,,,,,,,,,,5
136,1_4,21,16:32,,,,,,16:32:00,16:32:00,0:00:00,5
137,1_4,22,16:52,,,,,,16:52:00,16:52:00,0:00:00,5
138,1_5,23,14:55,,,,,,14:55:00,14:55:00,0:00:00,
139,1_5,1,16:26,,,,,,16:26:00,16:26:00,0:00:00,3
140,1_5,2,14:16,,,,,,14:16:00,14:16:00,0:00:00,
141,1_5,3,15:07,,,,,,15:07:00,15:07:00,0:00:00,1
142,1_5,4,15:59,,,15:48,,,15:48:00,15:59:00,0:11:00,3
143,1_5,5,15:08,,,,,,15:08:00,15:08:00,0:00:00,2
144,1_5,6,16:24,,,15:23,,,15:23:00,16:24:00,1:01:00,4
145,1_5,7,15:25,,,,,,15:25:00,15:25:00,0:00:00,2
146,1_5,8,14:33,,,,,,14:33:00,14:33:00,0:00:00,
147,1_5,9,15:15,,,,,,15:15:00,15:15:00,0:00:00,3
148,1_5,10,15:15,,,,,,15:15:00,15:15:00,0:00:00,2
149,1_5,11,15:54,,,,,,15:54:00,15:54:00,0:00:00,3
150,1_5,12,,,,,,,,,,3
151,1_5,13,,,,15:30,,,15:30:00,15:30:00,0:00:00,2
152,1_5,14,15:05,,,16:42,,,15:05:00,16:42:00,1:37:00,3
153,1_5,15,17:12,,,,,,17:12:00,17:12:00,0:00:00,4
154,1_5,16,15:24,,,,,,15:24:00,15:24:00,0:00:00,3
155,1_5,17,14:33,,,,,,14:33:00,14:33:00,0:00:00,
156,1_5,18,17:00,,,15:41,,,15:41:00,17:00:00,1:19:00,3
157,1_5,19,15:05,,,,,,15:05:00,15:05:00,0:00:00,4
158,1_5,20,14:58,,,,,,14:58:00,14:58:00,0:00:00,
159,1_5,21,15:37,,,,,,15:37:00,15:37:00,0:00:00,3
160,1_5,22,15:06,,,,,,15:06:00,15:06:00,0:00:00,1
161,1_5,23,14:31,,,13:49,13:57,,13:49:00,14:31:00,0:42:00,
162,1_5,1,13:52,,,,,,13:52:00,13:52:00,0:00:00,
163,1_5,2,,,,17:15,,,17:15:00,17:15:00,0:00:00,3
164,1_5,3,14:36,,,,,,14:36:00,14:36:00,0:00:00,
165,1_5,4,14:23,,,,,,14:23:00,14:23:00,0:00:00,
166,1_5,5,15:48,,,,,,15:48:00,15:48:00,0:00:00,4
167,1_5,6,15:06,,,,,,15:06:00,15:06:00,0:00:00,2
168,1_5,7,14:36,,,,,,14:36:00,14:36:00,0:00:00,
169,1_5,8,,,,,,,,,,3
170,1_5,9,15:08,,,,,,15:08:00,15:08:00,0:00:00,1
171,1_5,10,14:55,,,,,,14:55:00,14:55:00,0:00:00,
172,1_5,11,14:55,,,,,,14:55:00,14:55:00,0:00:00,
173,1_5,12,15:13,,,15:55,,,15:13:00,15:55:00,0:42:00,3
174,1_5,13,14:27,,,,,,14:27:00,14:27:00,0:00:00,
175,1_5,14,16:00,,,,,,16:00:00,16:00:00,0:00:00,1
176,1_5,15,14:13,,,18:04,,,14:13:00,18:04:00,3:51:00,2
177,1_5,16,14:06,,,,,,14:06:00,14:06:00,0:00:00,
178,1_5,17,14:19,,,15:57,,,14:19:00,15:57:00,1:38:00,1
179,1_5,18,16:17,,,14:59,,,14:59:00,16:17:00,1:18:00,3
180,1_5,19,15:46,,,,,,15:46:00,15:46:00,0:00:00,4
181,1_5,20,14:21,,,15:48,,,14:21:00,15:48:00,1:27:00,1
182,1_5,21,15:18,,,,,,15:18:00,15:18:00,0:00:00,3
183,1_5,22,16:45,,,15:47,,,15:47:00,16:45:00,0:58:00,3
184,1_5,23,14:16,,,17:02,,,14:16:00,17:02:00,2:46:00,4
185,1_5,1,16:13,,,,,,16:13:00,16:13:00,0:00:00,3
186,1_5,2,15:17,,,,,,15:17:00,15:17:00,0:00:00,3
187,1_5,3,16:08,,,15:27,,Calling,15:27:00,16:08:00,0:41:00,3
188,1_5,4,14:21,,,,,,14:21:00,14:21:00,0:00:00,
189,1_5,5,15:50,,,15:10,,,15:10:00,15:50:00,0:40:00,3
190,1_5,6,15:00,,,14:52,,,14:52:00,15:00:00,0:08:00,3
191,1_5,7,15:39,,,,,,15:39:00,15:39:00,0:00:00,3
192,1_5,8,15:39,,,,,,15:39:00,15:39:00,0:00:00,2
193,1_5,9,15:56,,,17:06,,,15:56:00,17:06:00,1:10:00,3
194,1_5,10,16:07,,,,,,16:07:00,16:07:00,0:00:00,3
195,1_5,11,16:17,,,,,,16:17:00,16:17:00,0:00:00,3
196,1_5,12,,,,,,,,,,4
197,1_5,13,14:25,,,16:39,,Calling,14:25:00,16:39:00,2:14:00,2
198,1_5,14,,,,,,,,,,2
199,1_5,15,15:31,,,17:03,,,15:31:00,17:03:00,1:32:00,1
200,1_5,16,15:13,,,14:11,,,14:11:00,15:13:00,1:02:00,4
201,1_5,17,16:14,,,,,,16:14:00,16:14:00,0:00:00,3
202,1_5,18,16:30,,,17:22,,,16:30:00,17:22:00,0:52:00,4
203,1_5,19,14:55,,,15:11,,,14:55:00,15:11:00,0:16:00,4
204,1_5,20,16:52,,,,,,16:52:00,16:52:00,0:00:00,3
205,1_5,21,17:00,,,14:24,,,14:24:00,17:00:00,2:36:00,3
206,1_5,22,15:13,,,,,,15:13:00,15:13:00,0:00:00,1
207,1_5,23,15:55,,,15:54,,,15:54:00,15:55:00,0:01:00,1
208,1_5,1,15:27,,,17:05,,,15:27:00,17:05:00,1:38:00,1
209,1_5,2,15:07,,,,,,15:07:00,15:07:00,0:00:00,4
210,1_5,3,16:34,,,,,,16:34:00,16:34:00,0:00:00,2
211,1_5,4,14:19,,,,,,14:19:00,14:19:00,0:00:00,
212,1_5,5,15:15,,,,,,15:15:00,15:15:00,0:00:00,3
213,1_5,6,14:20,,,,,,14:20:00,14:20:00,0:00:00,
214,1_5,7,16:12,,,,,,16:12:00,16:12:00,0:00:00,3
215,1_5,8,14:20,,,14:17,,,14:17:00,14:20:00,0:03:00,
216,1_6,9,16:15,,,,,,16:15:00,16:15:00,0:00:00,2
217,1_6,10,14:38,,,,,,14:38:00,14:38:00,0:00:00,
218,1_6,11,15:41,,,,,,15:41:00,15:41:00,0:00:00,2
219,1_6,12,14:03,,,,,,14:03:00,14:03:00,0:00:00,
220,1_6,13,14:25,,,,,,14:25:00,14:25:00,0:00:00,
221,1_6,14,15:22,,,,,,15:22:00,15:22:00,0:00:00,2
222,1_6,15,15:18,,,,,,15:18:00,15:18:00,0:00:00,3
223,1_6,16,14:46,,,,,,14:46:00,14:46:00,0:00:00,
224,1_6,17,15:31,,,,,,15:31:00,15:31:00,0:00:00,3
225,1_6,18,15:42,,,,,,15:42:00,15:42:00,0:00:00,3
226,1_6,19,17:20,,,17:17,,,17:17:00,17:20:00,0:03:00,4
227,1_6,20,16:38,,,,,,16:38:00,16:38:00,0:00:00,3
228,1_6,21,14:28,,,17:31,,,14:28:00,17:31:00,3:03:00,3
229,1_6,22,17:12,,,,,,17:12:00,17:12:00,0:00:00,2
230,1_6,23,14:31,,,13:43,,,13:43:00,14:31:00,0:48:00,
231,1_7,1,14:34,,,,,,14:34:00,14:34:00,0:00:00,
232,1_7,2,,,,,,,,,,5
233,1_7,3,16:07,,,,,,16:07:00,16:07:00,0:00:00,5
234,1_7,4,,,,,,,,,,4
235,1_7,5,16:13,,,,,,16:13:00,16:13:00,0:00:00,2
236,1_7,6,16:26,,,,,,16:26:00,16:26:00,0:00:00,5
237,1_7,7,16:16,,,,,,16:16:00,16:16:00,0:00:00,3
238,1_7,8,,,,,,,,,,4
239,1_7,9,15:25,,,,,,15:25:00,15:25:00,0:00:00,3
240,1_7,10,15:00,,,,,,15:00:00,15:00:00,0:00:00,2
241,1_7,11,15:38,,,,,,15:38:00,15:38:00,0:00:00,3
242,1_7,12,15:19,,,17:55,,,15:19:00,17:55:00,2:36:00,3
243,1_7,13,15:22,,,,,,15:22:00,15:22:00,0:00:00,3
244,1_7,14,16:38,,,,,,16:38:00,16:38:00,0:00:00,5
245,1_7,15,15:39,,,,,,15:39:00,15:39:00,0:00:00,3
246,1_8,16,15:25,,,,,,15:25:00,15:25:00,0:00:00,3
247,1_8,17,15:32,,,15:18,,,15:18:00,15:32:00,0:14:00,3
